issn,journal 
2220-8488,http://www.wikidata.org/entity/Q27724614 
2221-0989,http://www.wikidata.org/entity/Q27724614 
2213-0071,http://www.wikidata.org/entity/Q27724736 
2231-3168,http://www.wikidata.org/entity/Q27724765 
2211-338X,http://www.wikidata.org/entity/Q27724787 
2211-5528,http://www.wikidata.org/entity/Q27724791 
2211-5536,http://www.wikidata.org/entity/Q27724791 
2212-8778,http://www.wikidata.org/entity/Q27724805 
2213-0683,http://www.wikidata.org/entity/Q27724861 
2213-0691,http://www.wikidata.org/entity/Q27724861 
2220-6124,http://www.wikidata.org/entity/Q27724911 
2230-5238,http://www.wikidata.org/entity/Q27724945 
2239-9747,http://www.wikidata.org/entity/Q27724979 
2218-4937,http://www.wikidata.org/entity/Q27724985 
2249-4863,http://www.wikidata.org/entity/Q27725020 
2278-7135,http://www.wikidata.org/entity/Q27725020 
2213-6711,http://www.wikidata.org/entity/Q27725039 
2231-2927,http://www.wikidata.org/entity/Q27725047 
2296-2565,http://www.wikidata.org/entity/Q27725050 
2228-7876,http://www.wikidata.org/entity/Q27725101 
2230-3561,http://www.wikidata.org/entity/Q27725116 
2211-601X,http://www.wikidata.org/entity/Q27725186 
2227-4561,http://www.wikidata.org/entity/Q27725208 
2227-457X,http://www.wikidata.org/entity/Q27725208 
2228-5059,http://www.wikidata.org/entity/Q27725263 
2224-476X,http://www.wikidata.org/entity/Q27725348 
2224-4778,http://www.wikidata.org/entity/Q27725348 
2220-3168,http://www.wikidata.org/entity/Q27725349 
2228-5423,http://www.wikidata.org/entity/Q27725357 
2291-6458,http://www.wikidata.org/entity/Q27725484 
2291-6466,http://www.wikidata.org/entity/Q27725484 
2253-1572,http://www.wikidata.org/entity/Q27725499 
2214-7829,http://www.wikidata.org/entity/Q27725538 
2254-8874,http://www.wikidata.org/entity/Q27725570 
2287-237X,http://www.wikidata.org/entity/Q27725705 
2287-2388,http://www.wikidata.org/entity/Q27725705 
2214-2509,http://www.wikidata.org/entity/Q27725729 
2214-5745,http://www.wikidata.org/entity/Q27725756 
2214-5753,http://www.wikidata.org/entity/Q27725756 
2233-6710,http://www.wikidata.org/entity/Q27725767 
2212-9685,http://www.wikidata.org/entity/Q27725814 
2214-1405,http://www.wikidata.org/entity/Q27725864 
2214-1413,http://www.wikidata.org/entity/Q27725864 
2228-7914,http://www.wikidata.org/entity/Q27725966 
2252-0724,http://www.wikidata.org/entity/Q27725966 
2248-9509,http://www.wikidata.org/entity/Q27726065 
2250-0138,http://www.wikidata.org/entity/Q27726136 
2233-8853,http://www.wikidata.org/entity/Q27726187 
2296-9179,http://www.wikidata.org/entity/Q27726190 
2296-9209,http://www.wikidata.org/entity/Q27726190 
2214-3599,http://www.wikidata.org/entity/Q27726242 
2214-3602,http://www.wikidata.org/entity/Q27726242 
2249-1929,http://www.wikidata.org/entity/Q27726265 
2225-6253,http://www.wikidata.org/entity/Q27726274 
2224-8897,http://www.wikidata.org/entity/Q27726319 
2215-3535,http://www.wikidata.org/entity/Q27726335 
2226-0102,http://www.wikidata.org/entity/Q27726489 
2253-1564,http://www.wikidata.org/entity/Q27726533 
2212-1099,http://www.wikidata.org/entity/Q27726681 
2212-1102,http://www.wikidata.org/entity/Q27726681 
2233-8136,http://www.wikidata.org/entity/Q27726707 
2233-8454,http://www.wikidata.org/entity/Q27726707 
2297-3486,http://www.wikidata.org/entity/Q27726736 
2297-3508,http://www.wikidata.org/entity/Q27726736 
2211-2669,http://www.wikidata.org/entity/Q27726744 
2227-9032,http://www.wikidata.org/entity/Q27726790 
2211-7385,http://www.wikidata.org/entity/Q27726813 
2211-7393,http://www.wikidata.org/entity/Q27726813 
2212-8689,http://www.wikidata.org/entity/Q27726850 
2212-8697,http://www.wikidata.org/entity/Q27726850 
2214-6628,http://www.wikidata.org/entity/Q27726869 
2214-7853,http://www.wikidata.org/entity/Q27726912 
2220-9697,http://www.wikidata.org/entity/Q27727150 
2277-338X,http://www.wikidata.org/entity/Q27727206 
2293-6610,http://www.wikidata.org/entity/Q27727231 
2210-4224,http://www.wikidata.org/entity/Q27727245 
2210-4232,http://www.wikidata.org/entity/Q27727245 
2214-3300,http://www.wikidata.org/entity/Q27727270 
2229-6905,http://www.wikidata.org/entity/Q27727277 
2246-8765,http://www.wikidata.org/entity/Q27727455 
2297-8739,http://www.wikidata.org/entity/Q27727646 
2213-6843,http://www.wikidata.org/entity/Q27727648 
2250-0057,http://www.wikidata.org/entity/Q27727651 
2308-1430,http://www.wikidata.org/entity/Q27712721 
2309-5326,http://www.wikidata.org/entity/Q27713534 
2323-0118,http://www.wikidata.org/entity/Q27715632 
2329-4612,http://www.wikidata.org/entity/Q27717176 
2331-6950,http://www.wikidata.org/entity/Q27722490 
2328-6172,http://www.wikidata.org/entity/Q27723866 
2328-6180,http://www.wikidata.org/entity/Q27723866 
2325-8160,http://www.wikidata.org/entity/Q27724588 
2325-8179,http://www.wikidata.org/entity/Q27724588 
2324-8637,http://www.wikidata.org/entity/Q27724795 
2324-8645,http://www.wikidata.org/entity/Q27724795 
2304-3865,http://www.wikidata.org/entity/Q27724839 
2304-3873,http://www.wikidata.org/entity/Q27724839 
2329-6488,http://www.wikidata.org/entity/Q27724878 
2320-0421,http://www.wikidata.org/entity/Q27724896 
2320-043X,http://www.wikidata.org/entity/Q27724896 
2325-6222,http://www.wikidata.org/entity/Q27724918 
2324-8602,http://www.wikidata.org/entity/Q27724969 
2325-4653,http://www.wikidata.org/entity/Q27724986 
2314-6168,http://www.wikidata.org/entity/Q27725021 
2327-7769,http://www.wikidata.org/entity/Q27725170 
2325-0704,http://www.wikidata.org/entity/Q27725212 
2325-0712,http://www.wikidata.org/entity/Q27725212 
2324-8955,http://www.wikidata.org/entity/Q27725230 
2325-1549,http://www.wikidata.org/entity/Q27725235 
2325-1557,http://www.wikidata.org/entity/Q27725235 
2332-4139,http://www.wikidata.org/entity/Q27725282 
2327-5146,http://www.wikidata.org/entity/Q27725285 
2330-152X,http://www.wikidata.org/entity/Q27725293 
2330-1538,http://www.wikidata.org/entity/Q27725293 
2322-2379,http://www.wikidata.org/entity/Q27725357 
2325-081X,http://www.wikidata.org/entity/Q27725379 
2325-0828,http://www.wikidata.org/entity/Q27725379 
2304-8336,http://www.wikidata.org/entity/Q27725380 
2313-4607,http://www.wikidata.org/entity/Q27725380 
2310-3906,http://www.wikidata.org/entity/Q27725390 
2310-5119,http://www.wikidata.org/entity/Q27725390 
2326-0793,http://www.wikidata.org/entity/Q27725420 
2327-4441,http://www.wikidata.org/entity/Q27725434 
2321-6883,http://www.wikidata.org/entity/Q27725445 
2326-4705,http://www.wikidata.org/entity/Q27725489 
2326-473X,http://www.wikidata.org/entity/Q27725489 
2325-0984,http://www.wikidata.org/entity/Q27725522 
2325-0992,http://www.wikidata.org/entity/Q27725522 
2331-267X,http://www.wikidata.org/entity/Q27725533 
2329-3691,http://www.wikidata.org/entity/Q27725588 
2329-3713,http://www.wikidata.org/entity/Q27725588 
2326-5523,http://www.wikidata.org/entity/Q27725596 
2326-5531,http://www.wikidata.org/entity/Q27725596 
2314-4866,http://www.wikidata.org/entity/Q27725629 
2314-4874,http://www.wikidata.org/entity/Q27725629 
2331-7019,http://www.wikidata.org/entity/Q27725651 
2330-0337,http://www.wikidata.org/entity/Q27725696 
2331-8325,http://www.wikidata.org/entity/Q27725732 
2332-0877,http://www.wikidata.org/entity/Q27725744 
2324-8033,http://www.wikidata.org/entity/Q27725823 
2324-8041,http://www.wikidata.org/entity/Q27725823 
2319-7064,http://www.wikidata.org/entity/Q27725897 
2309-1622,http://www.wikidata.org/entity/Q27725906 
2330-4219,http://www.wikidata.org/entity/Q27725920 
2325-9965,http://www.wikidata.org/entity/Q27726131 
2325-9973,http://www.wikidata.org/entity/Q27726131 
2314-4726,http://www.wikidata.org/entity/Q27726184 
2331-6721,http://www.wikidata.org/entity/Q27726211 
2331-673X,http://www.wikidata.org/entity/Q27726211 
2331-6977,http://www.wikidata.org/entity/Q27726225 
2330-4359,http://www.wikidata.org/entity/Q27726278 
2330-4367,http://www.wikidata.org/entity/Q27726278 
2309-6128,http://www.wikidata.org/entity/Q27726339 
2332-290X,http://www.wikidata.org/entity/Q27726391 
2314-4920,http://www.wikidata.org/entity/Q27726485 
2314-4939,http://www.wikidata.org/entity/Q27726485 
2329-4965,http://www.wikidata.org/entity/Q27726507 
2329-4973,http://www.wikidata.org/entity/Q27726507 
2332-6492,http://www.wikidata.org/entity/Q27726520 
2311-1917,http://www.wikidata.org/entity/Q27726552 
2322-2298,http://www.wikidata.org/entity/Q27726688 
2322-5718,http://www.wikidata.org/entity/Q27726727 
2322-5726,http://www.wikidata.org/entity/Q27726727 
2329-6607,http://www.wikidata.org/entity/Q27726728 
2322-3944,http://www.wikidata.org/entity/Q27726875 
2322-5769,http://www.wikidata.org/entity/Q27726875 
2314-5749,http://www.wikidata.org/entity/Q27726884 
2329-9533,http://www.wikidata.org/entity/Q27726917 
2304-8158,http://www.wikidata.org/entity/Q27726931 
2331-2025,http://www.wikidata.org/entity/Q27727004 
2303-2111,http://www.wikidata.org/entity/Q27727074 
2314-7563,http://www.wikidata.org/entity/Q27727141 
2320-4664,http://www.wikidata.org/entity/Q27727206 
2324-7940,http://www.wikidata.org/entity/Q27727350 
2324-7959,http://www.wikidata.org/entity/Q27727350 
2307-924X,http://www.wikidata.org/entity/Q27727417 
2329-6836,http://www.wikidata.org/entity/Q27727431 
2314-4041,http://www.wikidata.org/entity/Q27727473 
2331-1983,http://www.wikidata.org/entity/Q27727579 
2331-6179,http://www.wikidata.org/entity/Q27727616 
2331-6187,http://www.wikidata.org/entity/Q27727616 
2322-3049,http://www.wikidata.org/entity/Q27727628 
2322-5904,http://www.wikidata.org/entity/Q27727628 
2321-0087,http://www.wikidata.org/entity/Q27727651 
2412-5679,http://www.wikidata.org/entity/Q27708908 
2445-2807,http://www.wikidata.org/entity/Q27709725 
2375-9488,http://www.wikidata.org/entity/Q27709825 
8750-0507,http://www.wikidata.org/entity/Q27709947 
8750-846X,http://www.wikidata.org/entity/Q27710295 
8756-3150,http://www.wikidata.org/entity/Q27711025 
8755-0059,http://www.wikidata.org/entity/Q27711834 
2333-2417,http://www.wikidata.org/entity/Q27713816 
2406-0720,http://www.wikidata.org/entity/Q27713822 
8756-2995,http://www.wikidata.org/entity/Q27717176 
2338-7335,http://www.wikidata.org/entity/Q27717817 
2411-0930,http://www.wikidata.org/entity/Q27717850 
2381-2427,http://www.wikidata.org/entity/Q27722857 
2333-0376,http://www.wikidata.org/entity/Q27725334 
2333-0384,http://www.wikidata.org/entity/Q27725334 
2333-4703,http://www.wikidata.org/entity/Q27725419 
2333-4711,http://www.wikidata.org/entity/Q27725419 
2347-9515,http://www.wikidata.org/entity/Q27725445 
2332-7812,http://www.wikidata.org/entity/Q27725776 
2373-6712,http://www.wikidata.org/entity/Q27725836 
2373-6747,http://www.wikidata.org/entity/Q27725836 
2334-1009,http://www.wikidata.org/entity/Q27725878 
2374-6866,http://www.wikidata.org/entity/Q27725917 
2372-0980,http://www.wikidata.org/entity/Q27725992 
2374-5479,http://www.wikidata.org/entity/Q27726058 
2378-3001,http://www.wikidata.org/entity/Q27726212 
2374-4235,http://www.wikidata.org/entity/Q27726222 
2374-4243,http://www.wikidata.org/entity/Q27726222 
2352-0477,http://www.wikidata.org/entity/Q27726250 
2352-345X,http://www.wikidata.org/entity/Q27726289 
2376-9084,http://www.wikidata.org/entity/Q27726294 
2334-2668,http://www.wikidata.org/entity/Q27726311 
2376-127X,http://www.wikidata.org/entity/Q27726310 
2376-7510,http://www.wikidata.org/entity/Q27726311 
2352-5568,http://www.wikidata.org/entity/Q27726312 
2352-5789,http://www.wikidata.org/entity/Q27726321 
2363-8907,http://www.wikidata.org/entity/Q27726349 
2363-8915,http://www.wikidata.org/entity/Q27726349 
2381-8913,http://www.wikidata.org/entity/Q27726397 
2384-1621,http://www.wikidata.org/entity/Q27726468 
2384-1710,http://www.wikidata.org/entity/Q27726468 
2381-8883,http://www.wikidata.org/entity/Q27726484 
2345-4563,http://www.wikidata.org/entity/Q27726511 
2345-4571,http://www.wikidata.org/entity/Q27726511 
2332-6506,http://www.wikidata.org/entity/Q27726520 
2378-136X,http://www.wikidata.org/entity/Q27726541 
2352-7714,http://www.wikidata.org/entity/Q27726578 
2333-9403,http://www.wikidata.org/entity/Q27726602 
2394-0301,http://www.wikidata.org/entity/Q27726607 
2345-4946,http://www.wikidata.org/entity/Q27726688 
2352-667X,http://www.wikidata.org/entity/Q27726776 
2409-515X,http://www.wikidata.org/entity/Q27726772 
2374-538X,http://www.wikidata.org/entity/Q27726846 
2379-3694,http://www.wikidata.org/entity/Q27726867 
2356-6981,http://www.wikidata.org/entity/Q27726884 
2394-3211,http://www.wikidata.org/entity/Q27726892 
2381-1404,http://www.wikidata.org/entity/Q27726899 
2385-0442,http://www.wikidata.org/entity/Q27726992 
2385-0922,http://www.wikidata.org/entity/Q27726992 
2333-794X,http://www.wikidata.org/entity/Q27727072 
2354-886X,http://www.wikidata.org/entity/Q27727074 
2376-6964,http://www.wikidata.org/entity/Q27727079 
2376-6972,http://www.wikidata.org/entity/Q27727079 
2356-6582,http://www.wikidata.org/entity/Q27727141 
2372-0344,http://www.wikidata.org/entity/Q27727147 
2372-0352,http://www.wikidata.org/entity/Q27727147 
2363-6203,http://www.wikidata.org/entity/Q27727167 
2363-6211,http://www.wikidata.org/entity/Q27727167 
2373-1044,http://www.wikidata.org/entity/Q27727171 
2421-7824,http://www.wikidata.org/entity/Q27727216 
2452-1094,http://www.wikidata.org/entity/Q27727236 
2465-9223,http://www.wikidata.org/entity/Q27727301 
2372-451X,http://www.wikidata.org/entity/Q27727327 
2377-889X,http://www.wikidata.org/entity/Q27727338 
2377-8903,http://www.wikidata.org/entity/Q27727338 
2377-3766,http://www.wikidata.org/entity/Q27727362 
2452-3186,http://www.wikidata.org/entity/Q27727371 
2333-7931,http://www.wikidata.org/entity/Q27727387 
2372-7241,http://www.wikidata.org/entity/Q27727418 
2377-8377,http://www.wikidata.org/entity/Q27727419 
2373-1168,http://www.wikidata.org/entity/Q27727433 
2373-1176,http://www.wikidata.org/entity/Q27727433 
2469-5653,http://www.wikidata.org/entity/Q27727437 
2465-4531,http://www.wikidata.org/entity/Q27727486 
2364-1746,http://www.wikidata.org/entity/Q27727556 
2364-1754,http://www.wikidata.org/entity/Q27727556 
2379-7703,http://www.wikidata.org/entity/Q27727570 
2451-9294,http://www.wikidata.org/entity/Q27727590 
2471-0172,http://www.wikidata.org/entity/Q27727592 
2414-4630,http://www.wikidata.org/entity/Q27727608 
2414-469X,http://www.wikidata.org/entity/Q27727608 
2468-1253,http://www.wikidata.org/entity/Q27727626 
2424-7847,http://www.wikidata.org/entity/Q27727629 
2424-7855,http://www.wikidata.org/entity/Q27727629 
2469-6684,http://www.wikidata.org/entity/Q27727650 
2352-2151,http://www.wikidata.org/entity/Q27727679 
2470-8593,http://www.wikidata.org/entity/Q27727660 
2470-8607,http://www.wikidata.org/entity/Q27727660 
2469-7044,http://www.wikidata.org/entity/Q27789505 
0885-3525,http://www.wikidata.org/entity/Q27826676 
1018-0478,http://www.wikidata.org/entity/Q730265 
0280-0608,http://www.wikidata.org/entity/Q1031424 
0130-2221,http://www.wikidata.org/entity/Q2421092 
0349-9995,http://www.wikidata.org/entity/Q3371297 
0012-6756,http://www.wikidata.org/entity/Q4168753 
1652-3407,http://www.wikidata.org/entity/Q4413286 
0023-7531,http://www.wikidata.org/entity/Q6483851 
1456-0518,http://www.wikidata.org/entity/Q7070758 
0550-8754,http://www.wikidata.org/entity/Q7070757 
1582-2818,http://www.wikidata.org/entity/Q8045070 
0281-3580,http://www.wikidata.org/entity/Q10397322 
0346-5233,http://www.wikidata.org/entity/Q10397429 
0345-0406,http://www.wikidata.org/entity/Q10398922 
0345-049X,http://www.wikidata.org/entity/Q10404114 
0002-5747,http://www.wikidata.org/entity/Q10405594 
1403-252X,http://www.wikidata.org/entity/Q10405597 
1404-1731,http://www.wikidata.org/entity/Q10406407 
1403-6967,http://www.wikidata.org/entity/Q10406428 
1653-4514,http://www.wikidata.org/entity/Q10406427 
0345-0813,http://www.wikidata.org/entity/Q10406420 
0349-800X,http://www.wikidata.org/entity/Q10406735 
1400-6057,http://www.wikidata.org/entity/Q10408108 
1653-7629,http://www.wikidata.org/entity/Q10413472 
1402-7984,http://www.wikidata.org/entity/Q10414171 
0283-3387,http://www.wikidata.org/entity/Q10416482 
0346-895X,http://www.wikidata.org/entity/Q10416932 
0280-1981,http://www.wikidata.org/entity/Q10423422 
0346-8208,http://www.wikidata.org/entity/Q10425018 
1404-8965,http://www.wikidata.org/entity/Q10426450 
1402-7305,http://www.wikidata.org/entity/Q10429514 
0347-2035,http://www.wikidata.org/entity/Q10429669 
1654-0905,http://www.wikidata.org/entity/Q10429679 
0284-8147,http://www.wikidata.org/entity/Q10431793 
1650-7711,http://www.wikidata.org/entity/Q10432778 
2000-4443,http://www.wikidata.org/entity/Q10435499 
0345-1771,http://www.wikidata.org/entity/Q10436279 
0282-3934,http://www.wikidata.org/entity/Q10438639 
1104-1099,http://www.wikidata.org/entity/Q10438857 
0008-6169,http://www.wikidata.org/entity/Q10442484 
0045-6349,http://www.wikidata.org/entity/Q10448363 
2000-348X,http://www.wikidata.org/entity/Q10453209 
1400-5506,http://www.wikidata.org/entity/Q10454590 
1402-2974,http://www.wikidata.org/entity/Q10465885 
1650-1306,http://www.wikidata.org/entity/Q10467106 
0348-4998,http://www.wikidata.org/entity/Q10467107 
1459-3637,http://www.wikidata.org/entity/Q10472443 
1654-031X,http://www.wikidata.org/entity/Q10472861 
1652-8824,http://www.wikidata.org/entity/Q10477233 
0345-2646,http://www.wikidata.org/entity/Q10480687 
1104-8891,http://www.wikidata.org/entity/Q10484992 
1653-1450,http://www.wikidata.org/entity/Q10489060 
1653-5138,http://www.wikidata.org/entity/Q10493966 
1402-9375,http://www.wikidata.org/entity/Q10494600 
1100-3626,http://www.wikidata.org/entity/Q10495765 
0280-6215,http://www.wikidata.org/entity/Q10498235 
0359-6648,http://www.wikidata.org/entity/Q10499221 
2000-0812,http://www.wikidata.org/entity/Q10499867 
0348-6958,http://www.wikidata.org/entity/Q10524917 
0346-9190,http://www.wikidata.org/entity/Q10527458 
0345-5068,http://www.wikidata.org/entity/Q10533386 
2002-0562,http://www.wikidata.org/entity/Q10541522 
1651-792X,http://www.wikidata.org/entity/Q10544104 
0345-6307,http://www.wikidata.org/entity/Q10547381 
0780-0126,http://www.wikidata.org/entity/Q10550548 
0460-0762,http://www.wikidata.org/entity/Q10571642 
1654-9295,http://www.wikidata.org/entity/Q10572390 
0782-3983,http://www.wikidata.org/entity/Q10572870 
1651-8772,http://www.wikidata.org/entity/Q10576253 
1650-2949,http://www.wikidata.org/entity/Q10585684 
1103-7555,http://www.wikidata.org/entity/Q10585907 
1651-3053,http://www.wikidata.org/entity/Q10586587 
0026-7686,http://www.wikidata.org/entity/Q10587251 
0280-3348,http://www.wikidata.org/entity/Q10589648 
1653-378X,http://www.wikidata.org/entity/Q10596294 
1101-5209,http://www.wikidata.org/entity/Q10600989 
0280-3232,http://www.wikidata.org/entity/Q10603823 
1652-5760,http://www.wikidata.org/entity/Q10605621 
1404-5095,http://www.wikidata.org/entity/Q10605638 
0284-981X,http://www.wikidata.org/entity/Q10611255 
1653-1604,http://www.wikidata.org/entity/Q10638064 
1652-3075,http://www.wikidata.org/entity/Q10646029 
1653-3437,http://www.wikidata.org/entity/Q10655191 
1652-2184,http://www.wikidata.org/entity/Q10666474 
1650-2795,http://www.wikidata.org/entity/Q10673689 
0356-7265,http://www.wikidata.org/entity/Q10682301 
0345-973X,http://www.wikidata.org/entity/Q10697732 
0002-3922,http://www.wikidata.org/entity/Q10697772 
1652-6139,http://www.wikidata.org/entity/Q10701551 
1101-914X,http://www.wikidata.org/entity/Q10705207 
0349-0602,http://www.wikidata.org/entity/Q10712731 
0400-2334,http://www.wikidata.org/entity/Q10726619 
0017-7326,http://www.wikidata.org/entity/Q18290498 
0281-9899,http://www.wikidata.org/entity/Q18291061 
0039-8683,http://www.wikidata.org/entity/Q18334238 
1221-4418,http://www.wikidata.org/entity/Q18541503 
1651-3770,http://www.wikidata.org/entity/Q19977913 
1454-9344,http://www.wikidata.org/entity/Q20431145 
1584-3831,http://www.wikidata.org/entity/Q23827934 
1100-4843,http://www.wikidata.org/entity/Q29363616 
2001-6352,http://www.wikidata.org/entity/Q29364183 
2245-2931,http://www.wikidata.org/entity/Q28762514 
2245-294X,http://www.wikidata.org/entity/Q28762514 
0303-9846,http://www.wikidata.org/entity/Q28801554 
0120-5609,http://www.wikidata.org/entity/Q28807200 
0040-2826,http://www.wikidata.org/entity/Q28807245 
2211-7776,http://www.wikidata.org/entity/Q28807208 
2211-7784,http://www.wikidata.org/entity/Q28807208 
1927-5234,http://www.wikidata.org/entity/Q28807249 
1999-1312,http://www.wikidata.org/entity/Q28807253 
0849-6757,http://www.wikidata.org/entity/Q28807372 
2153-3490,http://www.wikidata.org/entity/Q28807246 
2162-5980,http://www.wikidata.org/entity/Q28807268 
1541-5740,http://www.wikidata.org/entity/Q28807335 
1875-922X,http://www.wikidata.org/entity/Q28807319 
0368-1645,http://www.wikidata.org/entity/Q28807430 
2042-5937,http://www.wikidata.org/entity/Q28807311 
2160-4711,http://www.wikidata.org/entity/Q28807298 
2160-472X,http://www.wikidata.org/entity/Q28807299 
2049-1565,http://www.wikidata.org/entity/Q28807313 
1946-4274,http://www.wikidata.org/entity/Q28807348 
1944-4575,http://www.wikidata.org/entity/Q28807353 
2155-8604,http://www.wikidata.org/entity/Q28807333 
1999-5903,http://www.wikidata.org/entity/Q28807371 
1463-1725,http://www.wikidata.org/entity/Q28807409 
1687-9708,http://www.wikidata.org/entity/Q28807413 
2048-4194,http://www.wikidata.org/entity/Q28807408 
2090-4193,http://www.wikidata.org/entity/Q28807418 
2251-6832,http://www.wikidata.org/entity/Q28807396 
1884-8346,http://www.wikidata.org/entity/Q28807444 
0213-1471,http://www.wikidata.org/entity/Q28823233 
1687-9406,http://www.wikidata.org/entity/Q28840769 
2049-8128,http://www.wikidata.org/entity/Q28840768 
0271-4132,http://www.wikidata.org/entity/Q28840839 
0741-9058,http://www.wikidata.org/entity/Q28840845 
2050-3911,http://www.wikidata.org/entity/Q28840799 
1558-884X,http://www.wikidata.org/entity/Q28840801 
2194-3125,http://www.wikidata.org/entity/Q28840806 
1866-3516,http://www.wikidata.org/entity/Q28840816 
2151-7290,http://www.wikidata.org/entity/Q28840824 
0549-4974,http://www.wikidata.org/entity/Q28841203 
1542-3034,http://www.wikidata.org/entity/Q28841175 
1946-0538,http://www.wikidata.org/entity/Q28841194 
1799-2591,http://www.wikidata.org/entity/Q28841202 
1013-1469,http://www.wikidata.org/entity/Q28853679 
1136-4602,http://www.wikidata.org/entity/Q28854871 
2171-0341,http://www.wikidata.org/entity/Q28868223 
1885-5709,http://www.wikidata.org/entity/Q28870199 
1885-8252,http://www.wikidata.org/entity/Q28870199 
1545-4703,http://www.wikidata.org/entity/Q28913651 
0412-5908,http://www.wikidata.org/entity/Q28933791 
0373-4781,http://www.wikidata.org/entity/Q28972712 
0374-9231,http://www.wikidata.org/entity/Q28972713 
0802-1503,http://www.wikidata.org/entity/Q28975788 
0368-2188,http://www.wikidata.org/entity/Q29032528 
0966-4793,http://www.wikidata.org/entity/Q29035414 
2058-5462,http://www.wikidata.org/entity/Q29039882 
0002-9904,http://www.wikidata.org/entity/Q29043660 
0710-0353,http://www.wikidata.org/entity/Q29043677 
0974-0198,http://www.wikidata.org/entity/Q29043682 
0022-233X,http://www.wikidata.org/entity/Q29043724 
0926-6577,http://www.wikidata.org/entity/Q29043731 
0309-7013,http://www.wikidata.org/entity/Q29043739 
1364-5447,http://www.wikidata.org/entity/Q29043668 
1265-6534,http://www.wikidata.org/entity/Q29043679 
0304-5102,http://www.wikidata.org/entity/Q29043752 
0276-2234,http://www.wikidata.org/entity/Q29043753 
1566-0400,http://www.wikidata.org/entity/Q29043694 
0888-7314,http://www.wikidata.org/entity/Q29043767 
0009-241X,http://www.wikidata.org/entity/Q29043765 
1772-9890,http://www.wikidata.org/entity/Q29043699 
0931-7597,http://www.wikidata.org/entity/Q29043776 
1071-1031,http://www.wikidata.org/entity/Q29043722 
0305-6120,http://www.wikidata.org/entity/Q29043798 
1251-8050,http://www.wikidata.org/entity/Q29043751 
0973-4945,http://www.wikidata.org/entity/Q29043821 
1941-658X,http://www.wikidata.org/entity/Q29043761 
0072-7830,http://www.wikidata.org/entity/Q29043849 
0048-5705,http://www.wikidata.org/entity/Q29043859 
1548-1921,http://www.wikidata.org/entity/Q29043784 
0161-9705,http://www.wikidata.org/entity/Q29043874 
1757-6385,http://www.wikidata.org/entity/Q29043804 
2046-6749,http://www.wikidata.org/entity/Q29043807 
0926-6593,http://www.wikidata.org/entity/Q29043890 
0009-4439,http://www.wikidata.org/entity/Q29043895 
0164-0313,http://www.wikidata.org/entity/Q29043899 
0047-1607,http://www.wikidata.org/entity/Q29043906 
0005-2760,http://www.wikidata.org/entity/Q29043910 
2074-7705,http://www.wikidata.org/entity/Q29043851 
0048-4059,http://www.wikidata.org/entity/Q29043928 
0583-6050,http://www.wikidata.org/entity/Q29043933 
1687-1499,http://www.wikidata.org/entity/Q29043866 
0882-4967,http://www.wikidata.org/entity/Q29043936 
1939-9138,http://www.wikidata.org/entity/Q29043868 
0332-270X,http://www.wikidata.org/entity/Q29043975 
0025-5726,http://www.wikidata.org/entity/Q29043984 
1687-6768,http://www.wikidata.org/entity/Q29043913 
1464-391X,http://www.wikidata.org/entity/Q29043923 
0899-1499,http://www.wikidata.org/entity/Q29044011 
1541-4655,http://www.wikidata.org/entity/Q29043954 
2063-7330,http://www.wikidata.org/entity/Q29043977 
1945-9335,http://www.wikidata.org/entity/Q6151611 
2469-7141,http://www.wikidata.org/entity/Q27789505 
0254-6914,http://www.wikidata.org/entity/Q27881661 
2193-8504,http://www.wikidata.org/entity/Q27902653 
0966-0941,http://www.wikidata.org/entity/Q27908847 
2156-7573,http://www.wikidata.org/entity/Q27908786 
2328-7519,http://www.wikidata.org/entity/Q27908792 
0319-2660,http://www.wikidata.org/entity/Q27910002 
2292-7034,http://www.wikidata.org/entity/Q27910002 
1549-0068,http://www.wikidata.org/entity/Q27920426 
0066-4871,http://www.wikidata.org/entity/Q27921636 
0863-5781,http://www.wikidata.org/entity/Q27924003 
0034-8570,http://www.wikidata.org/entity/Q27925282 
2380-9043,http://www.wikidata.org/entity/Q27925226 
2470-1327,http://www.wikidata.org/entity/Q27925226 
2380-9051,http://www.wikidata.org/entity/Q27925224 
2470-1335,http://www.wikidata.org/entity/Q27925224 
1988-4222,http://www.wikidata.org/entity/Q27925282 
1133-8571,http://www.wikidata.org/entity/Q27927731 
1534-9322,http://www.wikidata.org/entity/Q27928393 
2172-6086,http://www.wikidata.org/entity/Q27928749 
2167-6194,http://www.wikidata.org/entity/Q27941437 
2171-5149,http://www.wikidata.org/entity/Q27941558 
2173-9668,http://www.wikidata.org/entity/Q27941577 
2518-6388,http://www.wikidata.org/entity/Q27957694 
0254-1971,http://www.wikidata.org/entity/Q27960427 
0185-2620,http://www.wikidata.org/entity/Q27963511 
1139-6628,http://www.wikidata.org/entity/Q27966326 
1988-8503,http://www.wikidata.org/entity/Q27966326 
0028-2480,http://www.wikidata.org/entity/Q27967348 
0921-3260,http://www.wikidata.org/entity/Q27970799 
0173-6582,http://www.wikidata.org/entity/Q27973089 
0031-7314,http://www.wikidata.org/entity/Q27986927 
2330-7382,http://www.wikidata.org/entity/Q27986927 
1657-0308,http://www.wikidata.org/entity/Q27988671 
